Review Date,Review Text,Star Rating
"Mar 13, 2026",the best ui broker app for stocks and mutual funds but there is no SWP option for the mutual funds so its a big drawback of this app i want to know the option,3
"Mar 13, 2026","buy= 20 rupees charge + gst. sell= 20 rupees charge + gst. 40 rupees+gst on every trade is too expensive. don't do treding on this app. download shoonya app it's free,no brokerage charges or gst on it.you can save upto 50 rupees per trade.",1
"Mar 13, 2026",can not use basket trade with different expire..,3
"Mar 13, 2026",Sera EG share market app,5
"Mar 13, 2026",very poor and pathetic app.i hve given the request to activation of commodity section bt till now there is no revert from Groww side.i have talked to customer care also several times bt no +ve response.Pl don't download this app.no service no customer attention.,1
"Mar 13, 2026",This app is best for beginners User friendly interface. The only one issue I was facing since last update is that the full landscape chart display can't work properly. it's load and then suddenly open the home screen 😭😂👍👍 The most impressive thing is that the charges are really minimum. As compared to other apps. 😎🙂..Keep Growing with Groww .🇮🇳,5
"Mar 13, 2026",mutual funds are not updating,1
"Mar 13, 2026",Groww platform is very nice 👌,5
"Mar 13, 2026","Simple interface and easy to use gui, trustable, buying and selling stocks is easy, don't know abt F&O",5
"Mar 13, 2026",good app please provide suggestions for purchasing and selling,5
"Mar 13, 2026",app good.. but brokrge charges high,1
"Mar 13, 2026","ok, but buying and selling commision bit too high pls try to readus bit low",4
"Mar 13, 2026",very nice but vwap is not show why ?,5
"Mar 13, 2026","why you guys don't have nifty other index like oil and gas,metal,FMCG etc 😞😞😞",2
"Mar 13, 2026",Great app for trading. I find it very convenient and easy to use.,5
"Mar 13, 2026",fake Costmar sarvice fake tele support heavy charges,1
"Mar 13, 2026","“The service is good, but the charges are too high. It would be better if the fees were reduced.”",1
"Mar 13, 2026",This application is very very simplyfied my trading journey. only just one click to option buying and selling. thank you.,5
"Mar 13, 2026",it is the best app,4
"Mar 13, 2026",so great full app,5
"Mar 13, 2026",Not a reliable app for trading because of discrepancies/delays encountered during selling & buying stocks. Also high external charges & taxes charged by Groww apart from their brokerage charges.,1
"Mar 13, 2026",add the technical support & resistance to nifty 50 chart in app like individual stocks are having. add all bse indices in Indian indices,2
"Mar 13, 2026",Ye app bohut hi badhiya hai isse paise kamana bohut isi hai maine 300 rupees kamaye hai,5
"Mar 13, 2026",Safe and Easy to Use,5
"Mar 13, 2026","The platform works well, but there is one issue that needs improvement. When placing an order, the TP (Take Profit) and SL (Stop Loss) are not set automatically, and it becomes difficult to add them manually from the position panel. It would be very helpful if you could introduce a drag-and-drop feature for TP and SL directly on the chart. This feature would make trading much faster and easier, not only for me but for many other users as well. Please consider adding this in a future update.",3
"Mar 13, 2026",chrj bhut jada hai bad customer service,1
"Mar 13, 2026",user-friendly app easy to use,5
"Mar 13, 2026",Good Interface easy to use for new traders also,5
"Mar 13, 2026",Grow par bahut dino se external funds update nahi ho rhe dusre sabi apps par fund update ho rhe hain grow ko be update jaldi deni chahiye ta ke hum aap ne external funds ko grow par track kar ske,1
"Mar 13, 2026",exlent simpul easy app groww,5
"Mar 13, 2026",This app is beginner friendly and i am trading first time in my life and bcz of this app it is easy as pie 🥧...,5
"Mar 13, 2026",commission jyada lete hain aap,4
"Mar 13, 2026",very good 😊 app I personally recommend for trading thank you Groww team,5
"Mar 13, 2026",please add option like before on upi total monthly transaction month wise,3
"Mar 13, 2026",Best app in new user,5
"Mar 13, 2026",it's very useful to me,5
"Mar 13, 2026",i like you 😍😍,5
"Mar 13, 2026",very nice for beginners,5
"Mar 13, 2026",it's a good app,5
"Mar 13, 2026",in ios gtt oreder Shaw hit Market price and current market price but in android there is only show market price hits. please make this for Android devices also.,4
"Mar 13, 2026",I'm unable to track my external funds; please continue this feature.,1
"Mar 13, 2026",very good sip 😊,5
"Mar 13, 2026",Doveloped by groww >Very nice platform(app) for a common person who lives in villages for a invesment purposes !!,5
"Mar 13, 2026",good app for stock market,5
"Mar 13, 2026","GTT not working , Automatically deleted orders next day morning, I losses so many opportunities 😭",3
"Mar 13, 2026",Good App you should use this app,5
"Mar 13, 2026",they are charging more for buying and selling,1
"Mar 13, 2026",nice platform groww apps in your life secure future,5
"Mar 13, 2026","External fund tracking in MF section is not working for a while. Why? Is this a bug? Also under Stock section, in Holding tab when trying to track external portfolios, that is also not working as expected. The external portfolios are not getting fetched. This is causing problems. Please resolve.",2
"Mar 13, 2026",z very Very Nice 👍 6 3436,3
"Mar 13, 2026",if you exit art any amount like 58 market touch 60 and a nb down @55 grow always exit you in lower price everyday I am notices but no cc reply on it that no glitches it he have contact with big bang sellar its scam but no one able to expose,1
"Mar 13, 2026",nice good app 💯,5
"Mar 14, 2026",I am using this app for the last 2 years. It is verry good investment app. I want to know if there are any possibilities to know the buy/sale signal for bullish/bearish trend of Indian stock?,5
"Mar 14, 2026",app me 24/7 call dikha rahe 10min wait karo kuch bhi response nahi milega grow team ke sath chat karo vo bol rahe humari senior team aapko call karnge abhi tak kuch nahi 😡,1
